product_reference;product_name;source_type;target_category;target_subcategory;product_type;stockable;eurocode_format_valide;supplier;purchase_price;cost_price;public_price;other_code;internal_eurocode;eurocode_divergent;source_row_count;source_places;import_status;notes
7246BGSV;LUN VT KANGOO HAYON 590MM   98-07;LUNETTES;Lunette;;product;true;true;VSF Centre;56,03;123,27;70,04;;7246BGSV;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7246BGSV1J;LUN VT KANGOO HAYON 598MM   99-07;LUNETTES;Lunette;;product;true;true;VSF Centre;56,02;123,25;70,03;;7246BGSV1J;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7246BGSVL;LUN.ARG VT CH.RENAULT KANGOO 98-07;LUNETTES;Lunette;;product;true;true;MA;88,95;88,95;88,95;;7246BGSVL;false;2;Centre | R905;import;Doublon source consolide : controler quantites, prix et emplacements.
7246BSMVL;JT LUN ARG RENAULT KANGOO       98-07;JOINTS;Joint;;product;true;true;VSF Centre;28,47;62,64;35,59;;7246BSMVL;false;1;R905;import;Rapprochement Odoo par default_code a effectuer.
7246BSMVR;JT LUN ARD RENAULT KANGOO  98-07;JOINTS;Joint;;product;true;true;VSF Centre;17,49;38,47;21,86;;7246BSMVR;false;1;JT002;import;Rapprochement Odoo par default_code a effectuer.
7246LGSV3MQO;GL PT OUV ARG VT KANGOO VITRE  97-07;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;55,34;121,74;69,17;;7246LGSV3MQO;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7246LGSV4RDO;GLACE ARG VT OUVR KANGOO VITRE  97-07;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;54,99;120,98;68,74;;7246LGSV4RDO;false;1;R914;import;Rapprochement Odoo par default_code a effectuer.
7246LGSV5RQ;CUST ARG VT KANGOO VITRE 5P        97-07;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;44,96;98,91;56,2;;7246LGSV5RQ;false;1;Caisse D2;import;Rapprochement Odoo par default_code a effectuer.
7247AGN2P;PB VT MASTER II / MASCOTT / MO. 99-09;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;58,52;128,74;77;;7247AGN2P;false;17;R127 | R208 | R209 | R602 | R516 | R522 | R513 | R511 | R426 | R636 | R526 | R322 | R512;import;Doublon source consolide : controler quantites, prix et emplacements.
7247AKMV;JC PB KIT COMPLET MASTER II  98-09;JOINTS;Joint;;product;true;true;VSF Centre;10,09;22,19;12,61;7247ASMV;7247AKMV;false;7;R208 | R511 | JT002 | R636 | J8D | J6F;import;Doublon source consolide : controler quantites, prix et emplacements.
7247AKMV9;VO - JC+C PB KIT COMP. MASTER II  98-09;JOINTS;Joint;;product;true;true;VSF Ouest;9,39;20,66;12,36;;7247AKMV9;false;4;R127;import;Doublon source consolide : controler quantites, prix et emplacements.
7247ASMV;JC PB MASTER/MASCOTT/MOVANO      98-09;JOINTS;Joint;;product;true;true;VSF Centre;6,72;14,78;8,4;;7247ASMV;false;7;Tringle | R602 | R516 | J024 | R513 | J021 | J6F;import;Doublon source consolide : controler quantites, prix et emplacements. Variantes de casse/espacement fusionnees dans la source : 7247ASMV, 7247asmv.
7247BGNVRU;LUN VT DROITE MASTER 2 NON CHAUFF 98-09;LUNETTES;Lunette;;product;true;true;VSF Centre;53,07;116,76;66,34;;7247BGNVRU;false;2;R907 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
7247BGNVRU1J;LUN VT DROITE NON CHAUFF MASTER 98-09;LUNETTES;Lunette;;product;true;true;VSF Centre;49,6;109,12;62;;7247BGNVRU1J;false;2;Centre | R909;import;Doublon source consolide : controler quantites, prix et emplacements.
7247BGSPU;LUN VT CABINE MASTER NON CHAUFF 98-09;LUNETTES;Lunette;;product;true;true;VSF Centre;99,29;218,43;124,11;;7247BGSPU;false;1;R920;import;Rapprochement Odoo par default_code a effectuer.
7247BGSVRU;LUNETTE ARRIÈRE DROIT TEINTÉ VERT RENAULT KANGOO II     07-;LUNETTES;Lunette;;product;true;true;MA;106,95;106,95;106,95;;7247BGSVRU;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7247LGNV2FD;GLACE DESCENDANTE AVANT GAUCHE TEINTÉ VERT MASTER/MOV /DAILY 2 98-09;GLACES LATERALES;Glace laterale;;product;true;true;BAMITEL;49,53;49,53;49,53;;7247LGNV2FD;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
7247LGNV2FV;DEFL AVG VT MASTER/MOV /DAILY 2 98-09;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;16,94;37,28;21,18;;7247LGNV2FV;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7247RGNV2FD;GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT MASTER/MOV /DAILY 2 98-09;GLACES LATERALES;Glace laterale;;product;true;true;BAMITEL;70,76;70,76;70,76;;7247RGNV2FD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7247RGNV2FV;DEFL AVD VT MASTER/MOV /DAILY 2 98-09;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;38,11;83,85;47,64;;7247RGNV2FV;false;4;Centre | T006;import;Doublon source consolide : controler quantites, prix et emplacements.
7248ACC1M;PB REFLECHISSANT CLIO II 98-05;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;79,25;174,35;99,06;;7248ACC1M;false;12;R331 | R302 | R323 | R117 | R214 | R127 | R104 | R421 | R230 | R636 | R716;import;Doublon source consolide : controler quantites, prix et emplacements.
7248ACCM1R;PB REFL.RENAULT CLIO II +CAPT. 98-05;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;95,2;209,44;119;;7248ACCM1R;false;5;R101 | R326 | R611 | R623 | R405;import;Doublon source consolide : controler quantites, prix et emplacements.
7248ACDM1B;PB REFL ACO RENAULT CLIO II CAPT 98-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;128,35;282,37;160,44;;7248ACDM1B;false;1;R708;import;Rapprochement Odoo par default_code a effectuer.
7248AGS1B;PB VT RENAULT CLIO II 98-05;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;37,14;81,71;48,87;;7248AGS1B;false;81;R121 | R331 | R435 | Centre | R329 | R104 | R108 | R325 | R122 | R324 | R123 | R220 | R135 | R638 | R113 | R206 | R733 | R231 | R317 | R211 | R534 | R327 | R618 | R315 | CASSE | R728 | R612 | R921 | R723 | R630 | R615 | R513 | R624 | R609 | R502 | R103 | R214 | R311 | R603 | R530 | R117 | GENIPA | R832 | R413 | R420 | R637 | R834;import;Doublon source consolide : controler quantites, prix et emplacements.
7248AGS1B-D;PB VT RENAULT CLIO II              98-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;41,09;90,39;51,36;;7248AGS1B-D;false;1;R410;import;Rapprochement Odoo par default_code a effectuer.
7248AGS1B-O;PB VT RENAULT CLIO II 98-05;PARE BRISE;Pare-brise;;product;true;true;OCCASION;;;;;7248AGS1B-O;false;1;R815;import;Rapprochement Odoo par default_code a effectuer. PRIX RV absent : standard_price non calculable, phase de cout a exclure.
7248AKMH;JC+CALES KIT PB RENAULT CLIO II  98-05;JOINTS;Joint;;product;true;true;VSF Ouest;15,98;35,16;21,02;7248AKKH;7248AKMH;false;89;J001 | Caisse | R302 | R323 | R117 | R101 | R121 | R435 | R214 | Centre | R329 | J008 | J013 | J006 | R325 | R122 | R326 | R127 | J005 | R104 | Dépôt 2 | R421 | J002 | JT005 | R605 | D2 (Joints) | J10A | R619 | R534 | J6E | R618 | R612 | JT002 | R723 | J4A | JT001 | J1C | J4C | J6B | J5D | JT013 | J9A | J3A | GENIPA | JDESSUS | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
7248ASMH1;JC PB RENAULT CLIO II              98-12;JOINTS;Joint;;product;true;true;VSF Centre;18,36;40,4;24,16;;;false;4;J11C | J11A | J1C;import;Doublon source consolide : controler quantites, prix et emplacements.
7248BGNS;LUNETTE TEINTÉ VERT RENAULT SYMBOL/THALIA   4 PORTES COFFRE  98-05MO 1,30;LUNETTES;Lunette;;product;true;true;MA;178,88;178,88;178,88;;7248BGNS;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7248BGNS-D;LUN.VT RENAULT SYMBOL/THALIA   4P  98-05;LUNETTES;Lunette;;product;true;true;VSF Centre;94,52;207,94;118,15;;7248BGNS-D;false;3;R220 | R125;import;Doublon source consolide : controler quantites, prix et emplacements.
7248BGSH;LUN VT RENAULT CLIO II             98-12;LUNETTES;Lunette;;product;true;true;VSF Centre;64,15;141,13;80,19;;7248BGSH;false;5;R115 | Centre | Caisse | D2 | Caisse D2;import;Doublon source consolide : controler quantites, prix et emplacements.
7248BSMHB;JC INF LUN RENAULT CLIO II         98-12;JOINTS;Joint;;product;true;true;VSF Centre;8,77;19,29;10,96;;7248BSMHB;false;1;Caisse;import;Rapprochement Odoo par default_code a effectuer.
7248LGSH3RQZ;CUST ARG VT CLIO II 3P             98-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;32,61;71,74;40,76;;7248LGSH3RQZ;false;4;Centre | R903 | R907;import;Doublon source consolide : controler quantites, prix et emplacements.
7248LGSH5RV;DEFL ARG VT CLIO II 5P             98-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;31,2;68,64;39;;7248LGSH5RV;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
7248RGSH3FD1J;GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT CLIO II 3 PORTES 01-12MO 0,40;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;30,4;66,88;38;;7248RGSH3FD1J;false;1;D2;import;Rapprochement Odoo par default_code a effectuer.
7248RGSH3RQZ;CUST ARD VT CLIO II 3P             98-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;35,94;79,08;44,93;;7248RGSH3RQZ;false;1;R908;import;Rapprochement Odoo par default_code a effectuer.
7248RGSH5FD1A;DESC AVD VT CLIO II 5P             01-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;31,94;70,28;39,93;;7248RGSH5FD1A;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7248RGSH5RD1J;DESC ARD VT CLIO II 5P             01-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;30,01;66,02;37,51;;7248RGSH5RD1J;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7248RGSH5RV;DEFL ARD VT CLIO II 5P             98-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;31,2;68,64;39;;7248RGSH5RV;false;2;T008 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
7249AGSMV1R;PARE-BRISE TEINTÉ VERT CAPTEUR DE PLUIE PLUIE LAGUNA II 01-03MO 1,80;PARE BRISE;Pare-brise;;product;true;true;INVENTAIRE;116,2;255,64;116,2;;7249AGSMV1R;false;1;R112;import;Rapprochement Odoo par default_code a effectuer.
7249AGSMV6X;PB VT RENAULT LAGUNA II  CAPT      04-07;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;77,52;170,54;96,9;;7249AGSMV6X;false;1;R329;import;Rapprochement Odoo par default_code a effectuer.
7249AGSV1M;PB VT RENAULT LAGUNA II            01-07;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;88,39;194,46;110,49;;;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
7249ASMHT;JC SUP PB RENAULT LAGUNA II        01-07;JOINTS;Joint;;product;true;true;VSF Centre;5,62;12,36;7,02;;7249ASMHT;false;1;R329;import;Rapprochement Odoo par default_code a effectuer.
7250RGSH5FD;DESC.AVD VT VELSATIS               01-09;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;52,01;114,42;65,01;;7250RGSH5FD;false;2;R901 | R904;import;Doublon source consolide : controler quantites, prix et emplacements.
7251AGAVW1R;PB VT RENAULT ESPACE IV            02-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;159,2;350,24;199;;7251AGAVW1R;false;1;R318;import;Rapprochement Odoo par default_code a effectuer.
7251AKMV;JC KIT COMPLET PB RENAULT ESPACE 4 02-14;JOINTS;Joint;;product;true;true;VSF Centre;59,94;131,87;74,93;;7251AKMV;false;1;J003;import;Rapprochement Odoo par default_code a effectuer.
7251BGPVW;LUN VT FONCE ESPACE FIXE     02-14;LUNETTES;Lunette;;product;true;true;VSF Centre;116,03;255,27;145,04;;7251BGPVW;false;1;R901;import;Rapprochement Odoo par default_code a effectuer.
7251BGSVW;LUN VT ESPACE 4 FIXE             02-14;LUNETTES;Lunette;;product;true;true;VSF Centre;107,04;235,49;133,8;;7251BGSVW;false;1;R415;import;Rapprochement Odoo par default_code a effectuer.
7252ACCV;PB REFL TRAFIC II EMBASE 115MM  01-08;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;119,29;262,43;149,11;6300ACCV;7252ACCV;false;1;R720;import;Rapprochement Odoo par default_code a effectuer.
7252AGSMV1P;PB VT RENAULT TRAFIC II +CAPT.    02-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;97,6;214,72;122;;7252AGSMV1P;false;4;Centre | R723 | R538 | R520;import;Doublon source consolide : controler quantites, prix et emplacements.
7252AGSV;PB VT TRAFIC II EMB 115MM 01-08;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;74,4;163,68;97,9;6300AGSV;7252AGSV;false;8;R212 | R133 | R519 | R631 | R507 | R520;import;Doublon source consolide : controler quantites, prix et emplacements.
7252ASMVT;JC SUP PB RENAULT TRAFIC II        01-14;JOINTS;Joint;;product;true;true;VSF Ouest;5,62;12,36;7,4;;7252ASMVT;false;8;R212 | Centre | D2 (Joints) | JT005 | R723 | J10A;import;Doublon source consolide : controler quantites, prix et emplacements.
7252BGSVL;LUN VT GCHE CHAUFF TRAFIC 2/VIV 01-14;LUNETTES;Lunette;;product;true;true;VSF Centre;53,72;118,18;67,15;;7252BGSVL;false;2;Centre | D2;import;Doublon source consolide : controler quantites, prix et emplacements.
7252BGSVL1J;LUN VT GCHE CHAUF TRAFIC 2 SUREL 01-14;LUNETTES;Lunette;;product;true;true;VSF Centre;71,47;157,24;89,34;;7252BGSVL1J;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7252BGSVLU;LUN.VT GCHE NON CH.TRAFIC 2/VIV 01-14;LUNETTES;Lunette;;product;true;true;MA;103,57;103,57;103,57;;7252BGSVLU;false;2;Centre | R913;import;Doublon source consolide : controler quantites, prix et emplacements.
7252BGSVR;LUN VT DTE CHAUFF TRAFIC 2/VIV     01-14;LUNETTES;Lunette;;product;true;true;VSF Centre;53,72;118,18;67,15;;7252BGSVR;false;3;Centre | R913 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
7252BGSVRU;LUN.VT DTE NON CHAUF.TRAFIC 2/VIV 01-14;LUNETTES;Lunette;;product;true;true;VSF Centre;55,2;121,44;69;;7252BGSVRU;false;3;Centre | R226;import;Doublon source consolide : controler quantites, prix et emplacements.
7252BGSVRU1J;LUN VT DT NON CHAUF TRAFIC 2 SUR  01-14;LUNETTES;Lunette;;product;true;true;VSF Centre;69,74;153,44;87,18;;7252BGSVRU1J;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7252LGSV2FD;DESC AVG VT TRAFIC II/VIVARO/PRI 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;48,2;106,04;60,25;;7252LGSV2FD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7252LGSV2FV;DEFL AVG VT TRAFIC II/VIVARO/PRI 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;39,84;87,65;49,8;;;false;2;T001 | Galléria;import;Doublon source consolide : controler quantites, prix et emplacements.
7252LGSV4RDF;GLACE ARG OUVR VT TRAFIC II/VIVARO 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;151,37;333,01;189,21;;7252LGSV4RDF;false;1;R932;import;Rapprochement Odoo par default_code a effectuer.
7252LGSV4RQ1J;CUST ARG VT TRAFIC II/VIV LONG 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;56,6;124,52;70,75;;7252LGSV4RQ1J;false;1;R922;import;Rapprochement Odoo par default_code a effectuer.
7252LGSV4RQ2J;CUST ARG VT TRAFIC II/VIV LONG 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;86,33;189,92;107,91;;7252LGSV4RQ2J;false;2;R306 | GENIPA;import;Doublon source consolide : controler quantites, prix et emplacements.
7252LYPV3MQF;CUST MILIEU GCHE PRIV TRAFIC 2/VIV 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;263,74;580,24;329,68;;;false;2;GALLERIA | GENIPA;import;Doublon source consolide : controler quantites, prix et emplacements.
7252RGSV2FV;DEFL AVD VT TRAFIC II/VIVARO/PRI 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;33,6;73,92;42;;7252RGSV2FV;false;1;R903;import;Rapprochement Odoo par default_code a effectuer.
7252RGSV3MQ;CUST ARD MIL VT TRAFIC II/VIVARO 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;62,94;138,48;78,68;;7252RGSV3MQ;false;1;R305;import;Rapprochement Odoo par default_code a effectuer.
7252RGSV3MQF;CUST MILIEU DTE VT TRAFIC 2/VIVARO 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;121,54;267,38;151,92;;7252RGSV3MQF;false;1;R932;import;Rapprochement Odoo par default_code a effectuer.
7252RGSV3RQ;CUST.ARD VT TRAFIC II/VIVARO 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;60,8;133,76;76;;7252RGSV3RQ;false;1;R932;import;Rapprochement Odoo par default_code a effectuer.
7252RGSV4RQ;CUSTODE ARRIÈRE DROIT TEINTÉ VERT TRAFIC II/VIV COURT 01-14;GLACES LATERALES;Glace laterale;;product;true;true;MA;142,3;142,3;142,3;;7252RGSV4RQ;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
7252RGSV4RQ1J;CUST.ARD VT TRAFIC II /VIVARO 01-14;GLACES LATERALES;Glace laterale;;product;true;true;Concess FR;100,94;100,94;100,94;;7252RGSV4RQ1J;false;2;Centre | R901;import;Doublon source consolide : controler quantites, prix et emplacements.
7252RGSV4RQ2J;CUST ARD VT TRAFIC II MODIF SGI 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;77,74;171,02;97,17;;;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
7252RGSV4RQ3J;CUSTODE ARRIÈRE DROIT TEINTÉ VERT TRAFIC II LONG 01-14MO 1.40;GLACES LATERALES;Glace laterale;;product;true;true;AUTOS GM;364,23;364,23;364,23;;7252RGSV4RQ3J;false;1;Génipa;import;Rapprochement Odoo par default_code a effectuer.
7252RYPV4RDF;GLACE ARD OUV PRIV TRAFIC 2/VIVARO 01-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;299,06;657,94;373,83;;;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
7253AGN;PB VT RENAULT MIDLUM/VOLVO FL 00-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;89,6;197,12;112;;7253AGN;false;3;R519 | R127 | R418;import;Doublon source consolide : controler quantites, prix et emplacements.
7253ASML;JC PB RENAULT MIDLUM               00-;JOINTS;Joint;;product;true;true;VSF Centre;23,37;51,41;29,21;;7253ASML;false;2;J6B | J3F;import;Doublon source consolide : controler quantites, prix et emplacements.
725738608;PARE BRISE LIEBHERR;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;1092,1;1092,1;1092,1;;725738608;false;1;R132;import;Rapprochement Odoo par default_code a effectuer.
7257ACCMV1R;PB REFL.RENAULT SCENIC II+CAPT. 03-09;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;143,2;315,04;179;;7257ACCMV1R;false;2;R432 | Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
7257ACDMV1R;PB REFL ACO SCENIC II  CAPT    04-09;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;167,28;368,02;209,1;;7257ACDMV1R;false;1;R321;import;Rapprochement Odoo par default_code a effectuer.
7257AGAMV1R;PB VT ACO.SCENIC II+CAPT 03-09;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;95,2;209,44;119;;7257AGAMV1R;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7257AGSMV1R;PB VT SCENIC II   CAPTEUR          03-09;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;91,63;201,59;114,54;;7257AGSMV1R;false;3;R529 | CASSE | R402;import;Doublon source consolide : controler quantites, prix et emplacements.
7257AGSV1M;PB VT RENAULT SCENIC II 03-09;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;85,44;187,97;106,8;;7257AGSV1M;false;3;R205 | R532 | CASSE;import;Doublon source consolide : controler quantites, prix et emplacements.
7257AKMV;JC+C PB KIT COMP. SCENIC II 03-09;JOINTS;Joint;;product;true;true;VSF Centre;8,19;18,02;10,24;;7257AKMV;false;6;J10C | Centre | R432 | R321 | R529 | J9C;import;Doublon source consolide : controler quantites, prix et emplacements.
7257ASMV;JC PB RENAULT SCENIC II            03-09;JOINTS;Joint;;product;true;true;VSF Centre;7,57;16,65;9,46;;7257ASMV;false;2;Centre | J1B;import;Doublon source consolide : controler quantites, prix et emplacements.
7257BGSV;LUN VT FIXE RENAULT SCENIC II  03-09;LUNETTES;Lunette;;product;true;true;VSF Centre;75,14;165,3;93,92;;7257BGSV;false;1;Dépôt 1;import;Rapprochement Odoo par default_code a effectuer.
7257LGSV5RQW1J;CUST.ARG VT GRAND SCENIC II    03-09;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;65,3;143,67;81,63;;7257LGSV5RQW1J;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7257RGSV5RQW;CUST ARD VT SCENIC II    03-09;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;42,58;93,67;53,22;;7257RGSV5RQW;false;1;T003;import;Rapprochement Odoo par default_code a effectuer.
7260ACCMV1R;PB REFL RENAULT MEGANE II CAPT  02-08;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;119,14;262,1;148,92;;7260ACCMV1R;false;1;R226;import;Rapprochement Odoo par default_code a effectuer.
7260AGSMV1R;PB VT RENAULT MEGANE II + CAPT 02-08;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;80;176;100;;7260AGSMV1R;false;13;Centre | R412 | R307 | R217 | R435 | R626 | R417 | R407 | R620 | R523 | R410;import;Doublon source consolide : controler quantites, prix et emplacements.
7260AGSV1M;PB VT RENAULT MEGANE II            02-08;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;66;145,2;82,5;;7260AGSV1M;false;4;R317 | R220 | R638;import;Doublon source consolide : controler quantites, prix et emplacements.
7260AKMH;JC+C PB KIT COMP RENAULT MEGANE II 02-08;JOINTS;Joint;;product;true;true;VSF Centre;13,79;30,34;17,24;;7260AKMH;false;17;Centre | R412 | R317 | R226 | R307 | R217 | R435 | R626 | R220 | R417 | Tringle | R638 | JT004 | R620 | R523 | J4B;import;Doublon source consolide : controler quantites, prix et emplacements.
7260ASMH;JC PB RENAULT MEGANE II            02-08;JOINTS;Joint;;product;true;true;VSF Centre;12;26,4;15;;;false;1;J9F;import;Rapprochement Odoo par default_code a effectuer.
7260BGSH;LUNETTE TEINTÉ VERT RENAULT MEGANE II 3 ET 5 PORTES 02-08;LUNETTES;Lunette;;product;true;true;A+ GLASS;216,89;216,89;216,89;;7260BGSH;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
7260RGNH5RV;DEFL ARD VT MEGANE II 5P           02-08;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;36,77;80,89;45,96;;7260RGNH5RV;false;1;T005;import;Rapprochement Odoo par default_code a effectuer.
7262AGAMV1R;PB VT ACOUS.RENAULT CLIO 3 +CAPT 05-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;95,76;210,67;126;;7262AGSMV1R;true;3;R123 | Centre | R307;import;Doublon source consolide : controler quantites, prix et emplacements. EUROCODE INTERNE diverge de EUROCODE : arbitrage RPBM requis sur la reference qui fait foi.
7262AGSMV1R;PB VT RENAULT CLIO 3 + CAPT.     05-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;75,2;165,44;94;;7262AGAMV1R;true;23;Centre | R422 | R116 | R332 | R234 | R628 | R215 | R633 | R512 | R504 | R703 | R618 | R736 | R134 | R520 | R526 | R521 | GALLERIA | R802 | R434;import;Doublon source consolide : controler quantites, prix et emplacements. EUROCODE INTERNE diverge de EUROCODE : arbitrage RPBM requis sur la reference qui fait foi.
7262AGSV1M;PB VT RENAULT CLIO 3 05-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;52,44;115,37;69;;7262AGSV1M;false;93;R110 - R111 | R333 | R424 | R429 | R121 | Centre | R135 | R426 | R414 | R132 | R314 | R123 | R102 | R106 | R538 | R223 | R410 | R225 | R629 | R217 | R606 | Posé | R630 | R514 | R622 | R324 | R703 | R733 | R601 | R708 | R720 | R319 | R635 | R636 | R422 | R604 | R505 | R417 | R633 | R308 | R705 | GALLERIA | R328 | R520 | R325 | R715 | R716 | R634 | R628 | R532 | R725 | R721 | R519 | R609 | R507 | R817 | R403;import;Doublon source consolide : controler quantites, prix et emplacements.
7262AGSV1Q;PB VT RENAULT CLIO 3 2EME EMB   05-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;59,57;131,05;74,46;;7262AGSV1Q;false;18;Centre | R336 | R210 | R638 | R732 | R606 | R511 | R526 | R614 | R626 | CASSE | R734 | R730 | R519;import;Doublon source consolide : controler quantites, prix et emplacements.
7262AKCHS;KIT AGR PB RENAULT CLIO 3      05-14;JOINTS;Joint;;product;true;true;VSF Centre;3,86;8,5;4,83;;7262AKCHS;false;21;Centre | R116 | ??? | Tringle | R630 | R732 | D2 (Joints) | J3A | JT009 | J1A | JT013 | J9B | J10B | GALLERIA | JT9C | J9A | J10E;import;Doublon source consolide : controler quantites, prix et emplacements.
7262ASCH;CALE PB RENAULT CLIO 3      05-14;JOINTS;Joint;;product;true;true;VSF Ouest;0,78;1,72;1,02;;7262ASCH;false;6;;import;Doublon source consolide : controler quantites, prix et emplacements.
7262ASMHT;JC SUP PB CLIO 3                   05-14;JOINTS;Joint;;product;true;true;VSF Ouest;4,48;9,86;5,9;;7262ASMHT;false;75;R235 | J008 | Centre | R333 | R424 | R429 | R135 | R307 | J007 | R132 | R422 | R116 | R332 | R234 | R106 | R638 | J017 | R538 | R223 | J002 | J10A | Posé | J6C | D2 (Joints) | R628 | R633 | R512 | R504 | R732 | R703 | R707 | R622 | R618 | R736 | R733 | R601 | R708 | J3E | JT005 | JT003 | J11G | J10B | J1C | J11C;import;Doublon source consolide : controler quantites, prix et emplacements.
7262ASMHT-PERDU;JC SUP PB CLIO 3                   05-14;JOINTS;Joint;;product;true;true;VSF Centre;4,96;10,91;6,2;;7262ASMHT-PERDU;false;1;PERDUE;import;Rapprochement Odoo par default_code a effectuer.
7262BGPH;LUNETTE TEINTÉ VERT FONCEE CLIO III 3 ET 5 PORTES 05-14;LUNETTES;Lunette;;product;true;true;MPB;195;195;195;;7262BGPH;false;3;Centre | Dépôt 1 | Génipa;import;Doublon source consolide : controler quantites, prix et emplacements.
7262BGPH1H;LUN VT FONCEE CLIO III 4 FIXE  05-14;LUNETTES;Lunette;;product;true;true;VSF Centre;90,86;199,88;113,57;;7262BGPH1H;false;1;R934;import;Rapprochement Odoo par default_code a effectuer.
